dataset,split,rmse,nll
energy,11,0.4267572031892299,0.4086265528730116
energy,12,0.5051434853828092,0.6550520961635831
energy,13,0.584235657925474,0.581865758211563
energy,14,1.5435873522076344,1.2318562627035619
energy,15,1.732164787226871,0.7367939875474271
energy,16,0.5441951441436066,0.5058254719999117
energy,17,1.094872091195023,1.3031846734639823
energy,18,0.47752969500451914,0.4957171888440974
energy,19,0.850439554144222,0.5617111596035528
protein-tertiary-structure,0,4.156115772223289,2.630614040375356
protein-tertiary-structure,1,4.1502259237092405,2.6730076611987026
protein-tertiary-structure,2,4.322511266741373,2.7279882484061706
protein-tertiary-structure,3,4.171547204536518,2.6072853996052388
protein-tertiary-structure,4,4.2056042173043355,2.6495440814399487
