dataset,split,rmse,nll
energy,5,1.373844640095166,0.7298979485946233
energy,6,2.3185810947198306,1.0421588701041742
energy,7,1.9902749265507502,1.1602947279598457
energy,8,0.7930728847263866,0.9329451902348644
energy,9,0.7986471559194505,0.8877586723328883
energy,10,2.014654558484952,0.773057600248072
energy,11,1.6185434349059034,1.0848948206972093
energy,12,2.0266714382055473,0.9661170897298149
energy,13,2.5380666539186616,1.2973967361395418
energy,14,1.8751973489870117,0.9909306610486902
energy,15,1.0800020878139864,0.607322307861245
energy,16,1.5389914944331782,1.3281323596505998
energy,17,2.1218401101911852,0.9533779953215518
energy,18,2.6995923013942127,1.6413837169857606
energy,19,2.2924038875625263,1.4393844092330308
protein-tertiary-structure,0,4.166219942153804,2.0575086263926625
protein-tertiary-structure,1,3.9727095569904955,1.97300631596622
protein-tertiary-structure,2,4.0797765411367175,2.0266307876319076
protein-tertiary-structure,3,4.032702551335999,2.0080525213707467
protein-tertiary-structure,4,4.114777391253746,2.0244817288805765
